dataset,svm_minus_logistic_ap,ci_low,ci_high
Future repeat purchase,0.003926584787209864,-0.004767809201043865,0.012540451647385147
Session purchase conversion,0.006340045783369441,-0.022218901223393626,0.03614563976180944
